,utterance,a,aː,b,bʰ,b̤,c,cʰ,d̪,d̪ʰ,d̪̤,e,eː,f,h,i,iː,j,k,kʰ,l,l̪,m,n,n̪,o,oː,p,pʰ,r̪,s,s̪,t̪,t̪ʰ,u,uː,v,w,z̪,æ,ŋ,ɖ,ɖʰ,ɖ̤,ɟ,ɟʰ,ɟ̤,ɡ,ɡʰ,ɭ,ɳ,ɾ,ʂ,ʃ,ʈ,ʈʰ,ʝ,class
1132,knf_03574_00386188422,816.3287640358553,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,539.213134949583,0.0,0.0,0.0,406.4128812018062,0.0,0.0,0.0,0.0,0.0,0.0,261.49997369467764,334.3497119604318,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,337.6581679073224,0.0,497.937366514173,0.0,0.0,0.0,0.0,0.0,0.0,1695.4055414350655,0.0,0.0,0.0,347.4805114796314,0.0,0.0,389.69241677373896,448.8759758197076,0.0,0.0,0.0,0.0,0.0,1
1133,knf_03574_00387399316,0.0,0.0,312.78392537466107,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,734.9699176311212,0.0,0.0,0.0,0.0,0.0,0.0,574.9501590102516,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,422.4577023608138,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
1134,knf_03574_00402097938,726.8162597690958,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,510.7389220848443,0.0,0.0,0.0,292.63972427409476,351.9775873331977,294.6277342219084,866.7989832967257,0.0,390.6426716392106,0.0,249.65456902487432,375.1231270688862,0.0,398.89518794960924,0.0,1076.1629538373163,0.0,0.0,1147.8295570192429,0.0,893.3865701409235,0.0,0.0,400.72844777799855,0.0,0.0,0.0,499.35286387127024,0.0,0.0,0.0,0.0,0.0,0.0,0.0,427.77419326815374,0.0,0.0,0.0,286.7289210478728,1754.5971349797956,0.0,0.0,0.0,0.0,1
1135,knf_03574_00403914196,648.5873586115924,0.0,359.4396852118485,0.0,0.0,0.0,0.0,235.63004704031863,0.0,0.0,497.11478443863297,0.0,0.0,0.0,423.94420678070594,389.1142277519482,470.477423450483,568.4870882646028,0.0,346.76718600036696,0.0,0.0,334.3852723013109,0.0,439.670354770717,0.0,0.0,0.0,0.0,0.0,0.0,619.8291802002368,0.0,404.5640955409183,374.5458899697777,0.0,380.24714474059294,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,379.6957225818909,0.0,0.0,0.0,456.5377587082631,1698.340418189733,0.0,0.0,0.0,0.0,1
1136,knf_03574_00420029846,682.3110690963746,0.0,524.65642085373,0.0,0.0,0.0,0.0,0.0,0.0,0.0,477.8270459386891,0.0,0.0,251.7468684494781,367.49555126291466,317.363590269083,426.4400750834478,1035.020430468892,0.0,362.30451879726724,0.0,317.93791776032765,375.77002606017135,0.0,406.73671417741957,0.0,205.32781406414128,0.0,0.0,0.0,0.0,402.0042698655927,0.0,361.0860524481342,357.1589682140765,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,343.15767629354707,0.0,0.0,323.60371974660444,369.81586480142556,1782.4360060462993,0.0,0.0,0.0,0.0,1
1137,knf_03574_00436038980,742.2094897945829,0.0,445.2770279448372,0.0,0.0,0.0,0.0,0.0,0.0,0.0,483.86636384859304,0.0,0.0,0.0,308.5786535414187,338.73441093839625,0.0,795.3195942794604,0.0,455.56517276379475,0.0,416.1496656200916,350.51577631745204,0.0,540.2174627409571,0.0,959.040594925871,0.0,0.0,1188.911771638493,0.0,547.6123347639057,0.0,408.9965335492887,0.0,538.7661639644888,0.0,0.0,0.0,0.0,0.0,0.0,0.0,684.9962865040737,0.0,0.0,387.6933192299035,0.0,0.0,366.2777286962442,493.68262624720546,0.0,0.0,0.0,0.0,0.0,1
1138,knf_03574_00449604964,679.6129969014058,0.0,453.8923940924184,0.0,0.0,0.0,0.0,0.0,0.0,0.0,532.3344079477556,0.0,0.0,0.0,376.22673313794644,395.48069895328456,0.0,869.0454802623913,0.0,399.77983609473694,358.3413417713318,305.2973418001762,466.7763609501595,0.0,502.04361027863814,0.0,654.6197374929556,0.0,0.0,1261.4831741760122,0.0,578.4909267720401,0.0,400.59160063016384,0.0,0.0,413.7845759112811,0.0,0.0,0.0,0.0,0.0,1487.3947601621355,0.0,0.0,0.0,364.53382575964173,0.0,0.0,0.0,499.91093425556903,1832.536816871144,0.0,0.0,0.0,202.0390892529788,1
1139,knf_03574_00450673462,815.3949419179373,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,719.313231892624,0.0,0.0,472.35056768883794,0.0,278.554543450525,334.3705763954316,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,716.6217357295214,0.0,0.0,0.0,0.0,0.0,0.0,686.8740472670354,0.0,0.0,0.0,0.0,513.862492091893,0.0,0.0,0.0,0.0,0.0,0.0,392.7804048941704,0.0,0.0,0.0,0.0,0.0,1
1140,knf_03574_00496060793,750.4310177369773,0.0,571.0161964464331,0.0,0.0,0.0,0.0,0.0,0.0,0.0,528.6993578306777,0.0,0.0,1202.7915828921143,366.4205444393932,406.0722030183483,0.0,1020.9556243788732,0.0,355.5134383982884,396.2136215891816,305.0225612104229,343.6714708454129,0.0,487.50471886257094,0.0,714.5588335574826,765.2716474480485,0.0,1180.9919823562172,0.0,731.5557280396067,0.0,383.86589813117996,403.0412624444149,424.8866302296542,354.95731195651126,0.0,658.05224320046,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,282.4549934216815,445.8438125365212,1757.2390471995236,0.0,0.0,0.0,0.0,1
1141,knf_03574_00566362034,705.3449385821095,0.0,335.43778309169227,0.0,0.0,0.0,0.0,0.0,0.0,0.0,489.7256817933897,0.0,0.0,265.160321478707,332.37901424007197,393.6181874286246,501.67550971468086,1366.636587647666,1094.241931715584,408.7545842859997,0.0,271.6602305583549,362.6229266701735,0.0,471.0237823897508,0.0,304.0510787880521,0.0,0.0,0.0,0.0,738.7588010255174,0.0,334.0958552766003,0.0,330.8765332836131,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,328.8055466158462,0.0,0.0,0.0,514.2323063924679,1479.6313445981998,0.0,0.0,0.0,0.0,1
1142,knf_03574_00623279032,693.6670438827766,0.0,421.0929861761247,0.0,0.0,0.0,0.0,0.0,0.0,0.0,493.7420140744905,0.0,0.0,0.0,378.71059513013995,381.9711975046521,0.0,926.9731884738064,0.0,390.2053212570719,0.0,335.70896844670887,516.1524986362929,0.0,471.5753049951188,0.0,0.0,0.0,0.0,1371.1883686334259,1702.1593457751967,680.1236229001825,0.0,427.4298253084896,0.0,584.0314985934867,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,427.82707467925655,0.0,0.0,0.0,546.2884502749035,1782.1027187320549,0.0,0.0,0.0,0.0,1
1143,knf_03574_00675247091,754.0962784090161,0.0,247.38008688741493,0.0,0.0,0.0,0.0,0.0,0.0,0.0,624.7011006406419,0.0,671.6026720680059,0.0,471.2373489800084,439.0159244124711,416.6369475375692,900.3536288160458,0.0,0.0,0.0,705.3674719903331,439.0398112120047,0.0,499.89114755291456,0.0,626.1194834267684,0.0,0.0,1191.084070322112,0.0,737.8549834491963,0.0,413.66553228920355,381.102499219644,518.2655084240427,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,349.73865119990626,0.0,0.0,0.0,481.8674699245586,1571.524232082392,0.0,0.0,0.0,0.0,1
1144,knf_03574_00685794481,720.0703657234559,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,517.9719806455529,0.0,0.0,0.0,350.21169517089413,353.3669149309784,0.0,644.6063640715936,0.0,379.4195502082557,0.0,0.0,425.9468156072928,0.0,419.03278923083207,0.0,940.7332323416524,0.0,0.0,0.0,0.0,728.5031490630512,0.0,0.0,418.3587610424956,0.0,0.0,0.0,610.7930606159878,0.0,0.0,0.0,0.0,0.0,0.0,0.0,328.60196889587485,0.0,0.0,0.0,720.9955631066575,1602.6134673669621,0.0,0.0,0.0,0.0,1
1145,knf_03574_00704488588,830.7192212940503,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,696.0255500991035,0.0,0.0,1043.8949477173985,0.0,0.0,0.0,1006.1992486690681,0.0,528.557958107301,0.0,497.6737002708652,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1448.3688776266629,0.0,0.0,0.0,392.47622489957314,0.0,0.0,491.32336276328925,0.0,0.0,0.0,0.0,0.0,929.5844138553804,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
1146,knf_03574_00709040629,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,494.01366168429,0.0,0.0,1056.4783183643954,365.3150282711064,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,542.3422384733166,0.0,0.0,0.0,0.0,0.0,0.0,778.804267962366,0.0,0.0,0.0,0.0,0.0,0.0,0.0,307.2250699486272,0.0,0.0,0.0,0.0,1387.916091875252,0.0,0.0,0.0,0.0,1
1147,knf_03574_00867139451,0.0,0.0,226.13916114161285,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1068.14517805543,324.8867765270067,292.61896636197207,0.0,924.53024004402,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1722.3681518931712,505.2867392408919,0.0,0.0,0.0,0.0,474.417825963075,0.0,798.2467708738262,0.0,0.0,0.0,0.0,0.0,0.0,0.0,412.9084929551944,0.0,0.0,0.0,355.58082939952243,0.0,0.0,0.0,0.0,0.0,1
1148,knf_03574_00914922326,650.0400172221231,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,530.0855644596764,0.0,0.0,0.0,266.06797211310715,0.0,0.0,572.4299061088063,0.0,573.873979679997,0.0,266.23826516919377,288.6439737434333,0.0,0.0,0.0,738.2800207943601,0.0,0.0,1008.1807288821324,0.0,687.4173742120073,0.0,430.253285904859,0.0,310.24610969456234,0.0,0.0,845.0641144006537,0.0,0.0,0.0,0.0,0.0,0.0,0.0,468.18850425175975,0.0,0.0,0.0,413.9024352808538,0.0,0.0,0.0,0.0,0.0,1
1149,knf_03574_00915512296,777.5205742365216,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,503.60046012056614,0.0,0.0,0.0,445.5599712037466,380.0457748618942,0.0,854.1402016892821,0.0,380.39968119451214,0.0,472.4574447182988,388.62367109930364,0.0,469.4992435351927,0.0,0.0,0.0,0.0,1262.3309871312213,0.0,630.8212010141733,0.0,422.8577242726653,415.339024275266,342.35775306588084,0.0,0.0,718.4920713218362,0.0,0.0,0.0,0.0,0.0,0.0,0.0,360.14548433117466,0.0,0.0,282.14622671874565,625.1650597637582,1755.6907220662183,0.0,0.0,0.0,0.0,1
1150,knf_03574_00952663631,721.5986251531241,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,617.625477230637,0.0,0.0,0.0,383.1185342602671,0.0,0.0,1047.1502755819777,0.0,284.4747651803423,0.0,373.5574780734487,321.9354827714992,0.0,394.8547321530555,0.0,663.1788191764342,0.0,0.0,1206.4753088227362,0.0,858.9439785284316,0.0,409.5112078309078,458.2071300397248,613.2792181646901,0.0,0.0,668.2026869839264,0.0,0.0,0.0,0.0,0.0,0.0,0.0,404.1965798349518,0.0,0.0,272.2941256386688,522.2511094521598,1538.9412020841264,0.0,0.0,0.0,0.0,1
1151,knf_03574_00970333161,789.034563325841,0.0,449.53903668402506,0.0,0.0,0.0,0.0,0.0,0.0,0.0,501.362253828822,0.0,0.0,0.0,366.7527995175405,361.74080152849876,0.0,1116.4838710777913,0.0,415.36965282265527,0.0,0.0,449.49161882320016,0.0,389.4166611826894,0.0,1054.78324231185,0.0,0.0,1130.6760304578434,0.0,582.9759124201768,0.0,403.9855960983398,0.0,509.4277589733018,473.13297437780136,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,568.8397089466425,0.0,0.0,0.0,379.41206324149874,0.0,0.0,0.0,0.0,0.0,1
1152,knf_03574_01015006857,756.1802796929859,0.0,439.3198537554604,0.0,339.2272832619728,0.0,0.0,0.0,0.0,0.0,503.2200994395997,0.0,0.0,0.0,332.825726101484,437.6694577589316,426.4360252652035,1021.9147962157738,0.0,372.7360427166696,374.6909451851576,772.0179756865086,403.5614539304053,0.0,517.8351503824463,0.0,1077.8797121227688,0.0,0.0,1082.4214139847795,1112.9210849875635,783.958305648128,532.8031365254806,412.89948652945833,0.0,0.0,325.83553414822734,0.0,787.5605145800931,0.0,0.0,0.0,829.0866767733241,0.0,0.0,0.0,380.1117629935542,0.0,0.0,423.24810908364884,464.25446986301637,1826.3399797071058,1826.6453866659515,0.0,0.0,0.0,1
1153,knf_03574_01019556857,679.5260237118927,0.0,333.4572623765972,0.0,0.0,0.0,0.0,0.0,0.0,0.0,479.3261292308338,0.0,0.0,0.0,388.5482368064527,323.44610585691584,0.0,0.0,0.0,425.2093665128293,483.0774481782674,291.3805741668345,460.2693133784767,0.0,549.11643779319,0.0,571.5668240552137,0.0,0.0,1091.1746376836843,0.0,570.2346294507548,0.0,377.35370770166617,0.0,471.7997847770565,0.0,0.0,0.0,0.0,0.0,0.0,0.0,748.9748318826913,0.0,0.0,393.0321621274138,0.0,0.0,0.0,973.384620150952,1575.0837385813045,0.0,0.0,0.0,0.0,1
1154,knf_03574_01023034536,736.4717065349151,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,577.3952581671676,0.0,0.0,0.0,400.8024975439855,378.40191194750787,0.0,643.4809323711279,0.0,444.81928222929747,0.0,610.4619783972661,379.3362784052511,0.0,544.3185285447106,0.0,680.4508439147893,0.0,0.0,1085.8431479404098,0.0,471.02062177504774,0.0,430.19685808631357,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,703.5974006171973,0.0,0.0,376.08881004720826,585.7550100147104,1691.5696636395178,0.0,0.0,0.0,0.0,1
1155,knf_03574_01029075622,785.7089932522675,0.0,535.0843590424878,0.0,0.0,0.0,0.0,0.0,0.0,0.0,505.340485594666,0.0,0.0,0.0,331.5191228401137,371.3858506996938,0.0,959.9553665173398,0.0,345.91249961484874,0.0,570.2491119890166,444.8644294809154,0.0,451.6075007392051,0.0,795.7618359978463,0.0,0.0,818.6014169480297,0.0,873.2281229136812,0.0,408.144729578903,390.6664659259367,0.0,467.0173376876718,0.0,0.0,403.53586484650253,0.0,0.0,926.4927722026011,0.0,0.0,0.0,386.99884057877955,0.0,0.0,0.0,472.9543349259728,0.0,0.0,0.0,0.0,0.0,1
1156,knf_03574_01045710963,732.1603421840459,0.0,0.0,0.0,0.0,0.0,0.0,373.1107969211321,0.0,0.0,574.9414520723827,0.0,0.0,0.0,405.3877455448561,418.3438303788171,0.0,918.44377045622,0.0,432.2396092060497,0.0,631.1267454219733,369.7828652370469,0.0,510.29629347296736,0.0,449.8479997033043,0.0,0.0,1201.6512338509583,0.0,659.4476894715352,304.0275343085317,367.4194619677211,0.0,0.0,421.4263970041453,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,392.4295793270125,0.0,0.0,285.21110867636764,523.1290040190346,0.0,0.0,0.0,0.0,0.0,1
1157,knf_03574_01063821242,907.6590056646061,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,492.57870191925815,0.0,0.0,0.0,338.350759675111,422.6308756423836,0.0,0.0,0.0,388.95333826100193,399.21005580973406,322.94993994462334,359.66199006469606,0.0,425.66291632548587,0.0,0.0,0.0,0.0,0.0,0.0,556.1450300263176,0.0,367.5005960296185,0.0,0.0,0.0,0.0,566.7492308909307,0.0,0.0,0.0,868.5337755474795,0.0,0.0,0.0,348.34698640555035,0.0,0.0,364.5492840121419,369.77908891963614,1498.765345274518,0.0,0.0,0.0,0.0,1
1158,knf_03574_01116796891,773.5937420077271,0.0,406.1795910151968,0.0,0.0,0.0,0.0,0.0,0.0,0.0,583.3345672507189,0.0,0.0,0.0,265.1666182229849,365.7131192130893,0.0,1133.796974969476,0.0,560.7306399539697,0.0,514.6659640857133,542.7240618810989,0.0,624.2493427764107,0.0,846.4569215009581,0.0,0.0,1309.2459906996194,0.0,744.53562024516,0.0,380.85221533102026,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,801.3513297526106,0.0,0.0,0.0,0.0,0.0,0.0,516.0620878900613,0.0,0.0,0.0,0.0,0.0,1
1159,knf_03574_01143173675,675.92651487936,0.0,279.83952457835073,0.0,0.0,0.0,0.0,288.0480405634376,0.0,0.0,548.260784490246,0.0,0.0,0.0,399.4074865059405,392.8616817173118,0.0,1045.629450393337,0.0,406.9911548803523,425.4500070948016,0.0,354.46564516576524,0.0,423.32722587652216,0.0,0.0,0.0,0.0,1341.8747277623904,1035.6965888874493,820.4427057678616,0.0,335.7704702226867,378.20387525755785,476.4082339368392,479.9893968117083,0.0,0.0,300.2565828005803,0.0,0.0,0.0,0.0,0.0,0.0,494.0126677491512,0.0,0.0,254.6027802882782,414.2016049390968,1875.6207455218655,0.0,0.0,0.0,0.0,1
1160,knf_03574_01180257279,647.5794306932906,0.0,306.08074897297854,0.0,0.0,0.0,0.0,0.0,0.0,0.0,463.4611606438018,0.0,0.0,0.0,362.2270668029769,372.1194229733794,0.0,0.0,0.0,410.2899171618083,0.0,0.0,368.1455644397556,0.0,454.301218310999,0.0,846.9342001220253,0.0,0.0,1530.0088614966105,0.0,724.3482352550312,0.0,364.0733457083547,0.0,0.0,0.0,0.0,534.0044867338039,0.0,0.0,0.0,0.0,0.0,0.0,0.0,377.7874627588604,0.0,0.0,356.72963698197645,472.48927057557404,1125.3744975437623,0.0,0.0,0.0,0.0,1
1161,knf_03574_01216845324,698.5931163294296,0.0,340.8912619457611,0.0,0.0,0.0,0.0,0.0,0.0,0.0,505.89472717435245,0.0,0.0,0.0,347.6018163353165,357.1649498483378,0.0,1006.9046257842223,0.0,445.0532993370885,0.0,289.57231889122875,392.8035438779209,0.0,439.35320586640063,0.0,552.9257897320059,0.0,0.0,1055.6585830773074,0.0,652.6654133679515,0.0,361.3315642346286,0.0,460.360095579065,353.180977800337,0.0,0.0,0.0,0.0,0.0,659.297698376596,334.0453375250931,0.0,0.0,398.704137137496,0.0,0.0,351.0998980638029,511.82373814379616,0.0,0.0,0.0,0.0,0.0,1
1162,knf_03574_01240264603,678.4189334546475,0.0,255.68392981052912,0.0,0.0,0.0,0.0,0.0,0.0,0.0,468.1767623610538,0.0,0.0,0.0,379.08864609208814,369.6939289708678,0.0,0.0,0.0,283.0250690104393,0.0,374.41768965984033,350.6630460362301,0.0,407.63240983891546,0.0,780.1434642030049,0.0,0.0,0.0,0.0,576.5341120977233,0.0,379.3905418006537,329.5896022719271,520.1212907724687,0.0,0.0,701.9942980713115,0.0,0.0,0.0,288.4750786163156,0.0,0.0,0.0,0.0,0.0,0.0,0.0,387.6658364110203,1887.2969534199456,0.0,0.0,0.0,0.0,1
1163,knf_03574_01380349332,659.6730491102303,0.0,338.7860230041512,0.0,0.0,0.0,0.0,0.0,0.0,0.0,500.97943349887856,0.0,0.0,272.661892682586,418.2269777752025,0.0,0.0,912.945137131815,0.0,0.0,0.0,0.0,300.7357325635846,0.0,495.28236939573526,0.0,0.0,0.0,0.0,1198.6017487816132,1136.0761383739862,621.6588841877939,0.0,382.97948847121097,425.6920716944528,0.0,402.2121436762939,0.0,0.0,396.17114298935263,0.0,0.0,0.0,325.1412513184205,0.0,0.0,288.77071452393085,0.0,0.0,0.0,484.2511277547855,1252.3087103011503,0.0,0.0,0.0,0.0,1
1164,knf_03574_01398763575,713.7958936872187,0.0,412.4291858402295,0.0,0.0,0.0,0.0,0.0,0.0,0.0,438.8273026533601,0.0,0.0,0.0,372.58915169173525,353.1556894308251,0.0,637.9555091514718,0.0,488.0698347719465,0.0,0.0,270.8517556717813,0.0,340.25400287125336,0.0,533.4706135547688,0.0,0.0,0.0,0.0,595.7274964351815,0.0,364.8496801221072,0.0,537.0381889890458,385.526349481398,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,335.4253315186432,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
1165,knf_03574_01460370082,725.840856775343,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,526.4325555964456,0.0,0.0,954.9320894604224,390.2935151871231,384.244172949039,427.85993504437386,669.7057893181006,907.51554517034,411.1063769091984,0.0,291.53222591320366,352.4626135020347,0.0,452.5297055856742,0.0,1002.4865570899985,0.0,0.0,1470.5710869345287,1559.3777286029276,962.3309446921206,548.6975136503626,418.64034552206425,400.3066900691288,410.6579603176255,0.0,0.0,739.8704890219893,0.0,0.0,0.0,0.0,0.0,0.0,0.0,412.5551262131884,0.0,0.0,300.7455314728578,470.2142674412478,1930.273348343769,0.0,0.0,0.0,0.0,1
1166,knf_03574_01511211373,683.5628369387819,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,517.7545890481315,0.0,0.0,0.0,338.20792284061525,0.0,0.0,719.0150604274841,0.0,352.9823912136076,0.0,0.0,0.0,0.0,406.67603005119054,0.0,0.0,0.0,0.0,0.0,0.0,629.3404942704891,0.0,378.6553362339904,0.0,317.0647545700527,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,358.51292498243777,0.0,0.0,0.0,0.0,0.0,1
1167,knf_03574_01544169676,809.4975912690896,0.0,255.035302459854,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,291.1203046864861,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,691.2184927258894,0.0,0.0,798.678889906236,0.0,0.0,0.0,483.9427668250691,0.0,0.0,0.0,0.0,0.0,0.0,0.0,580.2941116262689,0.0,0.0,0.0,0.0,0.0,1
1168,knf_03574_01553900103,714.3944300494899,0.0,293.58559001888966,0.0,0.0,0.0,0.0,0.0,0.0,0.0,548.4985259359502,0.0,0.0,0.0,365.0467025532194,389.38702034046025,309.54168495494787,998.8541564417023,0.0,461.5499842008917,437.759610058921,344.4024779636159,346.3971032372871,0.0,418.54505728235233,0.0,1168.1018727017693,762.4830149294728,0.0,1372.4143030743733,0.0,848.1659957270964,0.0,385.0237004171844,424.2944367156867,321.73888384375687,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,413.735972542701,0.0,0.0,341.0975866634384,519.5272225094337,1816.0798688013917,0.0,0.0,0.0,0.0,1
1169,knf_03574_01609069976,714.4023903917384,0.0,408.56916450832,0.0,0.0,0.0,0.0,0.0,0.0,0.0,512.1615650610064,0.0,0.0,0.0,397.74541858082785,442.0099895847265,0.0,951.71690777028,0.0,361.7114396474529,419.425516533673,334.7699430090577,0.0,0.0,377.1255671861294,0.0,0.0,0.0,0.0,1146.8683168867135,0.0,669.6768521026216,0.0,0.0,0.0,356.62355665973206,0.0,0.0,522.5125656271618,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,440.37590134381065,0.0,0.0,0.0,0.0,0.0,1
1170,knf_03574_01653272573,791.1886465550681,0.0,398.39813133816006,0.0,0.0,0.0,0.0,360.1990537788436,0.0,0.0,550.1083256905562,0.0,0.0,0.0,430.20050730928347,366.10836925984074,0.0,896.6488149313511,0.0,485.7349591144893,0.0,396.9916823444488,339.9576588976493,0.0,513.9685341176605,0.0,735.1313539559388,0.0,0.0,0.0,0.0,800.4463375461754,0.0,404.2875313334038,382.08876354422205,487.50243073091053,0.0,0.0,681.6726855520416,0.0,0.0,0.0,0.0,0.0,0.0,0.0,351.17582650497,0.0,0.0,0.0,562.5258630962946,1909.4203302073859,0.0,0.0,0.0,0.0,1
1171,knf_03574_01706594700,770.9671156088067,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,553.7092228415313,0.0,0.0,0.0,348.13861140315555,358.23434799126676,336.5310000369599,1220.252661486319,0.0,376.51961600369145,0.0,359.4010535902564,338.9804656032185,0.0,0.0,0.0,546.8125739759372,0.0,0.0,0.0,0.0,782.4444843664556,0.0,0.0,497.984840005529,387.07977867547936,380.9886638871392,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,240.2086672505236,0.0,0.0,0.0,359.4924440046186,1964.1423002678007,0.0,0.0,0.0,0.0,1
1172,knf_03574_01891330557,677.6496624043883,0.0,323.316221889294,0.0,0.0,0.0,0.0,425.0794910985264,0.0,0.0,465.11822772985687,0.0,0.0,0.0,310.5490182624707,367.83829631446656,0.0,941.0064951933706,0.0,395.4229764523559,0.0,356.1146732431104,306.0634116235509,0.0,432.9584210703187,0.0,731.1974995193948,0.0,0.0,786.9727720480978,0.0,555.9126284086143,0.0,371.0064785361948,0.0,542.5247378694394,0.0,0.0,660.5667635132357,0.0,0.0,0.0,0.0,0.0,0.0,0.0,316.8119565855469,0.0,0.0,419.4653835649505,424.87415149097046,1588.333692612675,0.0,0.0,0.0,0.0,1
1173,knf_03574_01896908184,763.125313876948,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,480.75332089804726,0.0,0.0,847.9618889195108,385.1957194945143,450.18935742885503,620.1740893521591,1605.6685456323396,0.0,347.11820263270533,405.3447424965149,348.05068326979307,390.1075527860668,0.0,395.21499532150807,0.0,750.5244601055683,0.0,0.0,0.0,0.0,612.4685190267007,0.0,0.0,379.75935472188473,429.39238368064207,0.0,0.0,616.5644899447074,333.396524078273,0.0,0.0,0.0,0.0,0.0,0.0,338.9706745539417,0.0,0.0,317.0221319978963,355.86775775468095,1964.0266905898382,0.0,0.0,0.0,0.0,1
1174,knf_03574_01900198826,763.3984877033874,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,420.407294307253,0.0,0.0,0.0,365.55820321666727,379.9900135985095,0.0,998.0665917682336,0.0,303.75880351611886,312.1458061032448,532.3671665132659,340.7415495600419,0.0,449.50308593829135,0.0,954.6809469579264,0.0,0.0,1557.7222772890289,0.0,590.0300254573037,0.0,0.0,0.0,0.0,0.0,0.0,645.7699476484196,275.655611775458,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,398.31041191538566,1439.1731643737828,0.0,0.0,0.0,0.0,1
1175,knf_03574_01912312353,740.2131878466446,0.0,327.84280928278935,0.0,0.0,0.0,0.0,457.39922282502914,0.0,0.0,572.2676092081471,0.0,495.3332540720776,0.0,328.3106600795066,373.96864982949705,457.1076922150943,1198.393669785113,0.0,372.1165445637728,0.0,628.2712750672791,305.6746414692853,0.0,425.7061381539007,0.0,0.0,0.0,0.0,1172.9354927040308,0.0,632.6283183234256,0.0,417.46397888304216,344.7813001149346,641.857252969469,0.0,0.0,611.4165435994058,452.740813895708,0.0,0.0,0.0,0.0,0.0,0.0,349.46802369148463,0.0,0.0,0.0,555.0273691470218,1360.739373050335,0.0,0.0,0.0,0.0,1
